id,counts,density,name,acronym
0,0,0,b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background'
1291,0,0,b'dorsal tegmental tract',b'dtt',b'dtt',b'dtt',b'dtt',b'dtt',b'mfbsm',b'mfsbshy',b'mfbs'
1292,0,0,b'ventricular systems',b'VS',b'VS',b'VS',b'VS',b'VS',b'VS',b'VS',b'VS'
1293,0,0,b'lateral ventricle',b'VL',b'VL',b'VL',b'VL',b'VL',b'VL',b'VL',b'VL'
1294,0,0,b'rhinocele',b'RC',b'RC',b'RC',b'RC',b'RC',b'RC',b'RC',b'VL'
1295,0,0,b'subependymal zone',b'SEZ',b'SEZ',b'SEZ',b'SEZ',b'SEZ',b'SEZ',b'SEZ',b'VL'
1296,0,0,b'choroid plexus',b'chpl',b'chpl',b'chpl',b'chpl',b'chpl',b'chpl',b'chpl',b'VL'
1297,0,0,b'choroid fissure',b'chfl',b'chfl',b'chfl',b'chfl',b'chfl',b'chfl',b'chfl',b'VL'
1298,0,0,b'interventricular foramen',b'IVF',b'IVF',b'IVF',b'IVF',b'IVF',b'IVF',b'IVF',b'IVF'
1299,0,0,b'third ventricle',b'V3',b'V3',b'V3',b'V3',b'V3',b'V3',b'V3',b'V3'
1300,0,0,b'cerebral aqueduct',b'AQ',b'AQ',b'AQ',b'AQ',b'AQ',b'AQ',b'AQ',b'AQ'
1301,0,0,b'fourth ventricle',b'V4',b'V4',b'V4',b'V4',b'V4',b'V4',b'V4',b'V4'
1302,0,0,b'lateral recess',b'V4r',b'V4r',b'V4r',b'V4r',b'V4r',b'V4r',b'V4r',b'V4'
1303,0,0,"b'central canal, spinal cord/medulla'",b'c',b'c',b'c',b'c',b'c',b'c',b'c',b'c'
1304,0,0,b'grooves',b'grv',b'grv',b'grv',b'grv',b'grv',b'grv',b'grv',b'grv'
1305,0,0,b'grooves of the cerebral cortex',b'grv of CTX',b'grv of CTX',b'grv of CTX',b'grv of CTX',b'grv of CTX',b'grv of CTX',b'grv of CTX',b'grv of CTX'
1306,0,0,b'endorhinal groove',b'eg',b'eg',b'eg',b'eg',b'eg',b'eg',b'eg',b'grv of CTX'
1307,0,0,b'hippocampal fissure',b'hf',b'hf',b'hf',b'hf',b'hf',b'hf',b'hf',b'grv of CTX'
1308,0,0,b'rhinal fissure',b'rf',b'rf',b'rf',b'rf',b'rf',b'rf',b'rf',b'grv of CTX'
1309,0,0,b'rhinal incisure',b'ri',b'ri',b'ri',b'ri',b'ri',b'ri',b'ri',b'grv of CTX'
1310,0,0,b'grooves of the cerebellar cortex',b'grv of CBX',b'grv of CBX',b'grv of CBX',b'grv of CBX',b'grv of CBX',b'grv of CBX',b'grv of CBX',b'grv of CBX'
1311,0,0,b'precentral fissure',b'pce',b'pce',b'pce',b'pce',b'pce',b'pce',b'pce',b'grv of CBX'
1312,0,0,b'preculminate fissure',b'pcf',b'pcf',b'pcf',b'pcf',b'pcf',b'pcf',b'pcf',b'grv of CBX'
1313,0,0,b'primary fissure',b'pri',b'pri',b'pri',b'pri',b'pri',b'pri',b'pri',b'grv of CBX'
1314,0,0,b'posterior superior fissure',b'psf',b'psf',b'psf',b'psf',b'psf',b'psf',b'psf',b'grv of CBX'
1315,0,0,b'prepyramidal fissure',b'ppf',b'ppf',b'ppf',b'ppf',b'ppf',b'ppf',b'ppf',b'grv of CBX'
1316,0,0,b'secondary fissure',b'sec',b'sec',b'sec',b'sec',b'sec',b'sec',b'sec',b'grv of CBX'
1317,0,0,b'posterolateral fissure',b'plf',b'plf',b'plf',b'plf',b'plf',b'plf',b'plf',b'grv of CBX'
1318,0,0,b'nodular fissure',b'nf',b'nf',b'nf',b'nf',b'nf',b'nf',b'nf',b'grv of CBX'
1319,0,0,b'simple fissure',b'sif',b'sif',b'sif',b'sif',b'sif',b'sif',b'sif',b'grv of CBX'
1320,0,0,b'intercrural fissure',b'icf',b'icf',b'icf',b'icf',b'icf',b'icf',b'icf',b'grv of CBX'
1321,0,0,b'ansoparamedian fissure',b'apf',b'apf',b'apf',b'apf',b'apf',b'apf',b'apf',b'grv of CBX'
1322,0,0,b'intraparafloccular fissure',b'ipf',b'ipf',b'ipf',b'ipf',b'ipf',b'ipf',b'ipf',b'grv of CBX'
1323,0,0,b'paramedian sulcus',b'pms',b'pms',b'pms',b'pms',b'pms',b'pms',b'pms',b'grv of CBX'
1324,0,0,b'parafloccular sulcus',b'pfs',b'pfs',b'pfs',b'pfs',b'pfs',b'pfs',b'pfs',b'grv of CBX'
1325,0,0,b'Interpeduncular fossa',b'IPF',b'IPF',b'IPF',b'IPF',b'IPF',b'IPF',b'IPF',b'IPF'
1326,0,0,b'retina',b'retina',b'retina',b'retina',b'retina',b'retina',b'retina',b'retina',b'retina'
